"صح,",1
"خطأ,",
",",
"المجموع الجبري لانحرافات القيم عن وسطها الحسابي يساوي ,",S
",",
"واحد,",
"صفر,",1
"مجموع القيم نفسه,",
"عند إضافة أو طرح مقدار ثابت لجميع القيم فإن الوسط الحسابي  ,",S
",",
"يزيد و ينقص على الترتيب بنفس المقدار الثابت,",
"يزيد أو ينقص على الترتيب بنفس المقدار الثابت,",1
"يزيد أو ينقص على الترتيب بنفس بمقدار متغير,",
"المقياس الوحيد في النزعة المركزية الذي يمكن إيجاده للبيانات الأسمية هو,",S
",",
"الوسيط,",
"الوسط الحسابي,",
"المنوال,",1
"........ يصعب استخدمه في الإحصاء الاستدلالي وذلك لصعوبة معالجته بالطرق الجبرية  ,",S
",",
"الوسيط,",1
"الوسط الحسابي,",
"المنوال,",
" من مزايا الوسيط كمقياس للنزعة المركزية,",S
",",
"يمثل القيمة الأكثر تكراراً في المجموعة ,",
"يشمل جميع قيم البيانات,",
"يعتبر مناسباً للتفسير في حالة وجود قيم متطرفة,",1
"ماهي الصيغة التي تستخدم عند حساب بيانات العينة,",S
",",
"Cy.(x)=s/-x 10 %,",
"Cy.(x)=s/-x 50 %,",
"Cy.(x)=s/-x 100%,",1
".......معاملا الالتواء لبيرسون ,",S
",",
"يتاثران بوحده القياس,",1
"لا يتاثران بوحده القياس,",
"لا شيء مما سبق,",
"ما هي مقاييس التشتت المطلق ,",S
",",
"المدى ,",
"الانحراف المعياري,",
"كل ما سبق,",1
"هو معامل نسبي يستخدم للمقارنة بين تشتت ظاهرتين او اكثر مختلفتين او متشابهتين في وحده القياس ويرمز  cy.(x) لها بالرمز     ,",S
",",
"معامل الاختلاف ,",1
"الانحراف المعياري ,",
"لا شيء مما سبق,",
"الظاهرة التي معامل اختلافها اكثر تكون...... من الأخرى ,",S
",",
"مساوية للتشتت ,",
"اكثر تشتتاً,",1
"اقل تشتتاً,",
"اذا أراد شخص الاستثمار في شركة وكان الانحراف المعياري 5 والوسط الحسابي  12 فعليه الاعتماد على ,",S
",",
"الوسط الحسابي ,",1
"الانحراف المعياري,",
"كل ما سبق,",
"درجات طلاب المدرسة الخاصه اكثر تجانساً من درجات طلاب المدرسة الحكومية ,",S
",",
"صح,",
"خطأ,",1
",",
"هو درجة بعد المنحنى التكراري عن التماثل,",S
",",
"معامل الالتواء,",1
"معامل الانحراف ,",
"التماثل,",
"من المهم في حساب معاملي الالتواء لبيرسون توضيح اذا كانت البيانات مبوبة او غير مبوبة,",S
",",
"صح,",
"خطأ,",1
",",
"في حال التوزيع التكراري المفتوحة ........ إيجاد معاملي الالتواء لبيرسون لذا....... استخدام معامل الالتواء لباولي ,",S
",",
"لا يمكن – يمكن ,",1
"يمكن – لا يمكن,",
"يمكن –  يمكن,",
"عندما تكون قيمة معامل الارتباط لبيرسون مساوية للصفر فذلك يدل على عدم وجود علاقة بين المتغيرين  ,",S
",",
"صح,",
"خطأ,",1
",",
"لا يصح معامل بيرسون لقياس متغيرين كليهما مقياس ترتيبي او اسمي ,",S
",",
"صح,",1
"خطأ,",
",",
"الارتباط  لا يدل على السببية ,  ليس شرط ان يتغير احد المتغيرين بتغير الاخر ,",S
",",
"صح,",1
"خطأ,",
",",
"يفضل استخدامه لتحديد درجة ارتباط بيانات كمية عددها اقل من  30,",S
",",
"بيرسون,",
"سبيرمان,",1
"بوينت بايسسريال ,",
"اذا كان قيمة معامل الارتباط من     0.50 الى 0.69 فانه ارتباط طردي ,",S
",",
"قوي,",
"متوسط,",1
"ضعيف,",
"من اكثر معاملات الارتباط استخداما و خاصة العلوم الإنسانية و الاجتماعية  ,",S
",",
"بيرسون,",1
"سبيرمان,",
"بوينت بايسسريال ,",
"معامل الإقتران لا يستخدم للعلاقة بين متغيرين اسميين،كَ النوع(ذكر/أنثى)      ,",S
",",
"صح,",
"خطأ,",1
",",
"معامل الإقتران كمعاملي 'بوينت باسيريال' و 'سيرمان' ؟ ,",S
",",
"صح,",1
"خطأ,",
",",
"للإقتران من إشارة معامل الارتباط ليس لها معنى في حالة المتغيرات النوعية،وبالتالي ينصب الإهتمام فقط على إتجاه العلاقة دون قوتها ,",S
",",
"صح,",
"خطأ,",1
",",
"تدل إشارة معامل الانحدار على نوع الاتجاه العام (زيادة و نقصان)   ,",S
",",
"صح,",
"خطأ,",1
",",
"إحدى طرق تعيين الإتجاه العام الخطي استخدام,",S
",",
"اسلوب الانحدار الخطي البسيط,",1
"معامل الانحدار,",
"النموذج الخطي البسيط,",
"… تدل على نوع b إشارة معامل الانحدار ,",S
",",
"النموذج الخطي البسيط,",
" الاتجاه العام,",
"اسلوب الانحدار الخطي البسيط,",1
"يتم استخدام النموذج الخطي ل,",S
",",
"حساب السلسلة الزمنية,",1
"للتنبؤ بالقيمة المستقبلية,",
"لا شيء مما سبق,",
"يمكن استخدام معادلة الاتجاه العام الخطي للسلسلة الزمنية على,",S
",",
"أن يكون الزمن بعيدًا أكثر من طول نصف الفترة المعطاه,",
" ألا يكون الزمن بعيدًا أكثر من طول نصف الفترة المعطاه,",1
"لا شيء مما سبق,",
"يتم استخدام النموذج الخطي لحساب السلسلة الزمنية على وجود,",S
",",
"علاقة ارتباط ذاتي بين المشاهدات,",1
"مشاهداتها مستقلة عن بعضها البعض,",
"لا شيء مما سبق,",
"يتم استخدام نموذج الانحدار الخطي لحساب السلسلة الزمنية على وجود,",S
",",
"علاقة ارتباط ذاتي بين المشاهدات,",
"مشاهداتها مستقلة عن بعضها البعض,",1
"لا شيء مما سبق,",
"يمكن تمثيل التوزيع التكراري باستخدام,",S
"المضلع التكراري,",
"حساب مقاييس النزعة المركزية والتشتت,",
"المدرج التكراري,",
"كل ما سبق,",1
"عبارة عن أسلوب احصائي يقوم بصياغة اثر عدة ظواهر مؤثرة على ظاهرة معينة,",S
",",
"التنبؤ,",
"تحليل الانحدار,",1
"معامل الاقتران,",
"بمقدار وحدة واحدة؟ X المناظرة للتغير في Y ميل الخط يمثل كمية التغير في  ,",S
",",
"صح,",1
"خطأ,",
",",
"اشارة معامل الانحدار تدل على نوع الارتباط,",S
",",
"عكسي,",
"طردي,",
"عكسي او طردي,",1
"لا توجد علاقة بين معامل الانحدار ومعامل الارتباط الخطي,",S
",",
"صح,",
"خطأ,",1
",",
"اذا كانت قيمة معامل الارتباط تساوي 1 فان قيمة معامل الانحدار تساوي 1؟,",S
",",
"صح,",
"خطأ,",1
",",
"  بين  r  تتراوح قيمة معامل الارتباط ,",S
",",
"  1<= r <=1-         ,",1
"2 <= r <=1-      ,",
"2 <= r <=2-     ,",
"عندما تكون قيمة معامل الارتباط مساوية للصفر فذلك يدل على,",S
",",
"وجود علاقة بين المتغيرين,",
"عدم وجود علاقة بين المتغيرين,",1
",",
"عندما تكون قيمة الوسط الحسابي تساوي قيمة الوسيط تساوي قيمة المنوال فإن ذلك يدل على ان البيانات,",S
",",
"ملتو لليسار,",
"ملتو لليمين,",
"متماثل,",1
"قامت شركة بإنتاج 100 قطعة منتج، وتم فحص عشوائي لـ 20 قطعة من هذه المنتجات. وتبين أن 4 منها معيوبة. ما هي الاحتمالية للعثور على منتج عيب في الدفعة القادمة من 10 قطع؟ \n ,",S
",",
"0.4,",1
"0.6,",
"0.2,",
"إذا كان لدينا صندوق يحتوي على 7 كرات حمراء و 5 كرات زرقاء و 3 كرات صفراء، ما هي احتمالية اختيار كرة حمراء أو زرقاء؟ \n ,",S
",",
"12/20,",
"12/15,",1
"12/25,",
"في مجموعة من 10 بطاقات مرقمة من 1 إلى 10، يتم اختيار بطاقة عشوائية. ما هي احتمالية أن يكون الرقم المختار أكبر من 7؟,",S
",",
"1/5,",
"3/10,",1
"2/5,",
"إذا أردنا اختيار عدد ما بين 1، 15 عشوائيًا، ما هي احتمال أن المختار هو من مضاعفات العدد 6؟,",S
",",
"1/7,",
"2/6,",
"2/15,",1
"كيس من الحلوى يحتوي على  حبة 20 بطعم البطيخ، و45 حبة بطعم التفاح الحامض، و30 حبة بطعم البرتقال و5 حبات من الحلوى القطنية، ما احتمال الحصول على حبة واحدة بنكهة البطيخ \n ,",S
",",
"1/5,",1
"3/8,",
"2/5,",
"عند رمي قطعتين من النرد معاً، ما هو احتمال أن تكون النتيجة مجموعها 7، أو تتضمن العدد 3؟,",S
",",
"5/13,",
"5/12,",1
"5/15,",
"إذا كانت هناك 5 بطاقات مرقمة: 2 ، 3 ، 4 ، 5 ، 6، جد احتمال سحب عدد أولي، وإعادة وضعه مرة أخرى في المجموعة، ثم احتمالية اختيار عدد مركب ,",S
",",
"6/23,",
"6/25,",1
"6/26,",
"يوجد داخل أحد الصفوف 60 طالب، يرتدي 7/12 من الطلاب قمصاناً حمراء و1/3 من الطلاب يرتدون قمصاناً زهرية، وبقية الطلاب يرتدون قمصاناً برتقالية، اذا تم اختيار طالب بشكل عشوائي ما احتمال أن يكون قميصه برتقالي اللون؟,",S
",",
"1/12,",1
"1/4,",
"1/8,",
"يعرفُ بإنه مقدار يأخذ قيماً رقمية مختلفة والتي تعبر عن النتائج التجربة العشوائية,",S
",",
"الاحتمالات,",
"المتغير الثابت,",
"المتغير العشوائي,",1
"يعتبر المتغير العشوائي متغير منفصل إذا كان ينتمي إلى مجموعة محدودة حتى ولو لم تكن هذه القيم قيماً صحيحة,",S
",",
"صحيح,",1
"خاطئ,",
"يحتمل الصواب والخطأ,",
"اذا كان عدد فرق دوري جميل 20 فريقا فاذا كان كل فريق يلتقي مع الفريق الاخر مرة واحدة أي يتم اختيار فريقين في كل مرة فكم عدد المباريات الكلية لدوري جميل (المطلوب عدد طرق اختيار فريقين من 20 فريق ) ,",S
",",
"180,",
"190,",1
"380,",
"القاء قطعتي نرد وظهور رقم ما على الزهرة الأولى لا يؤثر ولا يتاثر بما ظهر على القطعة الثانية تمثل,",S
",",
"حادثة متماثلة ,",
"حادثة مستقلة ,",1
"  حادثة مؤكدة,",
"الحادثة ............. تكون عندما لا يكون للتجربة أي نواتج متعلقة بالحادثة المذكورة ,",S
",",
"المستقلة ,",
"المستحيلة,",
"المؤكدة,",1
"حادثة تمثل ظهور صورتين ,",S
",",
"حادثة متماثلة ,",
"حادثة بسيطة,",
"حادثة مركبة ,",1
"بكم طريقة يمكن اختيار رجلين من بين اربع رجال ؟,",S
",",
"6,",1
"4,",
"8,",
"القاء زهرة النرد متزنة بطريقة غير متحيزة مرة واحدة فان ظهور احد الأوجه يمنع ظهور الأوجه الأخرى تمثل,",S
",",
"حادثة متنافية    ,",1
"حادثة مستقلة    ,",
"حادثة مستحيلة ,",
"هو احتمال يختلف باختلاف الخبرة لدى الشخص ولا يعتمد على أساس رياضي في حساب قيمته,",S
",",
"Objective  ,",
"event  ,",
"subjective  ,",1
"  يطلق عليه أيضا لفظ Sample space   ,",S
",",
"Possible cases,",1
"imposable event,",
"all above,",
"اذا كان لديك عشر بطاقات مرقمة من 1 الى 10 موضوعة على طاولة بشكل عشوائي ومقلوبة ثم سحبت احدى هذه البطاقات ما احتمال الحصول على بطاقة تحمل رقم يقبل القسمة على 3 ,",S
",",
"0.1,",
"0.3,",1
"none above,",
"هي الحوادث التي يكون لها نفس فرصة الحدوث ,",S
",",
"المتماثلة,",1
"المستقلة ,",
"الأكيدة,",
"عائلة متكونه من 4 اطفال ما هو احتمال ان يكن عدد الذكور اكثر من عدد الاناث؟,",S
",",
"8/16,",
"2/16,",
"5/16,",1
"رميت قطعة نرد مرتين ما هو احتمال ظهور مجموع 13 علو وجهي النرد؟,",S
",",
"1/2,",
"0,",1
"1,",
"صندوق فيه بطاقات مرقمه من 1-50 سحبت بطاقة عشوائيا ما هو احتمال تحمل عدد مربع كامل؟,",S
",",
"7/50,",1
"9/50,",
"1/2,",
"1-P(A')=…..,",S
",",
"1,",
"P(A),",1
"P(A'),",
"رميت قطعة نرد مره واحده ماهو احتمال ظهور عدد فردي او زوجي؟ ,",S
",",
"1/6,",
"5/6,",1
"3/6,",
"صندوق فيه 10 كرات حمراء و 5كرات خضراء و 7 كرات صفراء سحبت كرة عشاوائيا ماهو احتمال ان تكون حمراء او صفراء؟,",S
",",
"7/22,",
"17/22,",1
"12/22,",
"رميت قطعتي نرد مره واحده ما هو احتمال ظهر تساوي النردين؟,",S
",",
"7/26,",1
"9/26,",
"5/26,",
"رميت قطعة نقود خمس مرات متتاليه ما هو احتمال ظهور الصورة مرة واحده على الاقل؟,",S
",",
"28/32,",
"31/32,",1
"20/32,",
"2P(A) + 2P(A') =3P(X) فإن P(X)=,",S
",",
"1/3,",
"2/3,",1
"1/4,",
"اذا كان \n P(A)=P(B)=1/2 , P(AB)=1/2 \n فإن \n A,B مستقلتان ,",S
",",
"صح,",
"خطأ,",1
",",
"ماذا يعني مصطلح ""تعداد السكان""؟,",S
",",
"جمع المعلومات عن عدد الأفراد في منطقة معينة عند نقطة زمنية محددة,",1
"تحليل البيانات الإحصائية المتعلقة بالسكان,",
"تقدير عدد السكان بناءً على العوامل المختلفة,",
"يتميز بالسهولة حيث يتم حصر الأشخاص في مكان وجودهم وقت التعداد بصرف النظر عن كونهم من سكان هذا المكان أو زائرين بصفة مؤقتة ,",S
",",
"الأساس الواقعي,",
"الأساس الحقيقي,",1
"الأساس العملي,",
"هي أداة شائعة تستخدم في تعداد السكان,",S
",",
"الاستبيانات,",1
"الجداول الإحصائية,",
"النماذج الإحصائية,",
"ما هي الفترة الزمنية الشائعة لإجراء تعداد السكان؟,",S
",",
"كل عام,",
"كل خمس سنوات,",
"كل عشر سنوات,",1
"ما هو المعيار الشائع لتصنيف السكان حسب العمر؟,",S
",",
"الفئات العمرية,",1
"المستوى التعليمي,",
"الفئات الاجتماعية,",
"ماذا يعني مصطلح ""المسوحات السكانية البيئية""؟,",S
",",
"تحليل البيانات الإحصائية للسكان في البيئات الطبيعية,",
"المسوح المتخصصة في جانب معين بالخصوبة او الاقتصادية ...الخ,",1
"تحديد تأثير السكان على البيئة المحيطة بهم,",
"تعتبر اهم مصدر من مصادر الإحصاءات السكانية ,",S
",",
"تعداد السكان,",
"المسوحات السكانية البيئية,",
"الإحصاءات الحيوية,",1
"ما هو المجال الذي يغطيه الإحصاءات الحيوية؟,",S
",",
"الكائنات الحية والتنوع البيولوجي,",1
"الإحصاءات الاقتصادية والديموغرافية,",
"البيانات الجيوغرافية والتنمية الاجتماعية,",
"أغراض تخدم الإحصاءات الحيوية,",S
",",
"تنظيم وتحسين الخدمات الخاصة والعامة,",
"المقارانات المحلية والدولية ,",
"كل ما سبق,",1
"يفرض ان تعدد السكان في احدى الدول =20 مليون نسمة في منتصف عام 2004 وكانت مساحة هذه الدولة =7 مليون كم2 و عدد حجرات المساكن =10 مليون حجرة فإن ,",S
",",
"كثافة السكان  =2.86  شخص لكل كم  ,  كثافة المسكن=2,",
"كثافة السكان  =2.86  شخص لكل كم2   ,  كثافة المسكن=2,",1
"كثافة السكان  =2.70  شخص لكل كم2   ,  كثافة المسكن=2,",
"ماهو معدل مواليد الخام ؟,",S
",",
"عدد الاطفال المولودين احياء لكل 1000 نسمة  في منتصف العام,",1
"عدد الاطفال المولودين احياء لكل 100 نسمة  في منتصف العام ,",
